"week","home_team","away_team","home_score","away_score","home_win","away_win","season"
5,"SF","CLE",31,3,TRUE,FALSE,2019
5,"TEN","BUF",7,14,FALSE,TRUE,2019
5,"WAS","NE",7,33,FALSE,TRUE,2019
6,"ARI","ATL",34,33,TRUE,FALSE,2019
6,"BAL","CIN",23,17,TRUE,FALSE,2019
6,"CLE","SEA",28,32,FALSE,TRUE,2019
6,"DEN","TEN",16,0,TRUE,FALSE,2019
6,"GB","DET",23,22,TRUE,FALSE,2019
6,"JAX","NO",6,13,FALSE,TRUE,2019
6,"KC","HOU",24,31,FALSE,TRUE,2019
6,"LA","SF",7,20,FALSE,TRUE,2019
6,"LAC","PIT",17,24,FALSE,TRUE,2019
6,"MIA","WAS",16,17,FALSE,TRUE,2019
6,"MIN","PHI",38,20,TRUE,FALSE,2019
6,"NE","NYG",35,14,TRUE,FALSE,2019
6,"NYJ","DAL",24,22,TRUE,FALSE,2019
6,"TB","CAR",26,37,FALSE,TRUE,2019
7,"ATL","LA",10,37,FALSE,TRUE,2019
7,"BUF","MIA",31,21,TRUE,FALSE,2019
7,"CHI","NO",25,36,FALSE,TRUE,2019
7,"CIN","JAX",17,27,FALSE,TRUE,2019
7,"DAL","PHI",37,10,TRUE,FALSE,2019
7,"DEN","KC",6,30,FALSE,TRUE,2019
7,"DET","MIN",30,42,FALSE,TRUE,2019
7,"GB","LV",42,24,TRUE,FALSE,2019
7,"IND","HOU",30,23,TRUE,FALSE,2019
7,"NYG","ARI",21,27,FALSE,TRUE,2019
7,"NYJ","NE",0,33,FALSE,TRUE,2019
7,"SEA","BAL",16,30,FALSE,TRUE,2019
7,"TEN","LAC",23,20,TRUE,FALSE,2019
7,"WAS","SF",0,9,FALSE,TRUE,2019
8,"ATL","SEA",20,27,FALSE,TRUE,2019
8,"BUF","PHI",13,31,FALSE,TRUE,2019
8,"CHI","LAC",16,17,FALSE,TRUE,2019
8,"DET","NYG",31,26,TRUE,FALSE,2019
8,"HOU","LV",27,24,TRUE,FALSE,2019
8,"IND","DEN",15,13,TRUE,FALSE,2019
8,"JAX","NYJ",29,15,TRUE,FALSE,2019
8,"KC","GB",24,31,FALSE,TRUE,2019
8,"LA","CIN",24,10,TRUE,FALSE,2019
8,"MIN","WAS",19,9,TRUE,FALSE,2019
8,"NE","CLE",27,13,TRUE,FALSE,2019
8,"NO","ARI",31,9,TRUE,FALSE,2019
8,"PIT","MIA",27,14,TRUE,FALSE,2019
8,"SF","CAR",51,13,TRUE,FALSE,2019
8,"TEN","TB",27,23,TRUE,FALSE,2019
9,"ARI","SF",25,28,FALSE,TRUE,2019
9,"BAL","NE",37,20,TRUE,FALSE,2019
9,"BUF","WAS",24,9,TRUE,FALSE,2019
9,"CAR","TEN",30,20,TRUE,FALSE,2019
9,"DEN","CLE",24,19,TRUE,FALSE,2019
9,"JAX","HOU",3,26,FALSE,TRUE,2019
9,"KC","MIN",26,23,TRUE,FALSE,2019
9,"LAC","GB",26,11,TRUE,FALSE,2019
9,"LV","DET",31,24,TRUE,FALSE,2019
9,"MIA","NYJ",26,18,TRUE,FALSE,2019
9,"NYG","DAL",18,37,FALSE,TRUE,2019
9,"PHI","CHI",22,14,TRUE,FALSE,2019
9,"PIT","IND",26,24,TRUE,FALSE,2019
9,"SEA","TB",40,34,TRUE,FALSE,2019
10,"CHI","DET",20,13,TRUE,FALSE,2019
10,"CIN","BAL",13,49,FALSE,TRUE,2019
10,"CLE","BUF",19,16,TRUE,FALSE,2019
10,"DAL","MIN",24,28,FALSE,TRUE,2019
10,"GB","CAR",24,16,TRUE,FALSE,2019
10,"IND","MIA",12,16,FALSE,TRUE,2019
10,"LV","LAC",26,24,TRUE,FALSE,2019
10,"NO","ATL",9,26,FALSE,TRUE,2019
10,"NYJ","NYG",34,27,TRUE,FALSE,2019
10,"PIT","LA",17,12,TRUE,FALSE,2019
10,"SF","SEA",24,27,FALSE,TRUE,2019
10,"TB","ARI",30,27,TRUE,FALSE,2019
10,"TEN","KC",35,32,TRUE,FALSE,2019
11,"BAL","HOU",41,7,TRUE,FALSE,2019
11,"CAR","ATL",3,29,FALSE,TRUE,2019
11,"CLE","PIT",21,7,TRUE,FALSE,2019
11,"DET","DAL",27,35,FALSE,TRUE,2019
11,"IND","JAX",33,13,TRUE,FALSE,2019
11,"LA","CHI",17,7,TRUE,FALSE,2019
11,"LAC","KC",17,24,FALSE,TRUE,2019
11,"LV","CIN",17,10,TRUE,FALSE,2019
11,"MIA","BUF",20,37,FALSE,TRUE,2019
11,"MIN","DEN",27,23,TRUE,FALSE,2019
11,"PHI","NE",10,17,FALSE,TRUE,2019
11,"SF","ARI",36,26,TRUE,FALSE,2019
11,"TB","NO",17,34,FALSE,TRUE,2019
11,"WAS","NYJ",17,34,FALSE,TRUE,2019
12,"ATL","TB",22,35,FALSE,TRUE,2019
12,"BUF","DEN",20,3,TRUE,FALSE,2019
12,"CHI","NYG",19,14,TRUE,FALSE,2019
12,"CIN","PIT",10,16,FALSE,TRUE,2019
12,"CLE","MIA",41,24,TRUE,FALSE,2019
12,"HOU","IND",20,17,TRUE,FALSE,2019
12,"LA","BAL",6,45,FALSE,TRUE,2019
12,"NE","DAL",13,9,TRUE,FALSE,2019
12,"NO","CAR",34,31,TRUE,FALSE,2019
12,"NYJ","LV",34,3,TRUE,FALSE,2019
12,"PHI","SEA",9,17,FALSE,TRUE,2019
12,"SF","GB",37,8,TRUE,FALSE,2019
12,"TEN","JAX",42,20,TRUE,FALSE,2019
12,"WAS","DET",19,16,TRUE,FALSE,2019
13,"ARI","LA",7,34,FALSE,TRUE,2019
13,"ATL","NO",18,26,FALSE,TRUE,2019
13,"BAL","SF",20,17,TRUE,FALSE,2019
13,"CAR","WAS",21,29,FALSE,TRUE,2019
13,"CIN","NYJ",22,6,TRUE,FALSE,2019
13,"DAL","BUF",15,26,FALSE,TRUE,2019
13,"DEN","LAC",23,20,TRUE,FALSE,2019
13,"DET","CHI",20,24,FALSE,TRUE,2019
13,"HOU","NE",28,22,TRUE,FALSE,2019
13,"IND","TEN",17,31,FALSE,TRUE,2019
13,"JAX","TB",11,28,FALSE,TRUE,2019
13,"KC","LV",40,9,TRUE,FALSE,2019
13,"MIA","PHI",37,31,TRUE,FALSE,2019
13,"NYG","GB",13,31,FALSE,TRUE,2019
13,"PIT","CLE",20,13,TRUE,FALSE,2019
13,"SEA","MIN",37,30,TRUE,FALSE,2019
14,"ARI","PIT",17,23,FALSE,TRUE,2019
14,"ATL","CAR",40,20,TRUE,FALSE,2019
14,"BUF","BAL",17,24,FALSE,TRUE,2019
14,"CHI","DAL",31,24,TRUE,FALSE,2019
14,"CLE","CIN",27,19,TRUE,FALSE,2019
14,"GB","WAS",20,15,TRUE,FALSE,2019
14,"HOU","DEN",24,38,FALSE,TRUE,2019
14,"JAX","LAC",10,45,FALSE,TRUE,2019
14,"LA","SEA",28,12,TRUE,FALSE,2019
14,"LV","TEN",21,42,FALSE,TRUE,2019
14,"MIN","DET",20,7,TRUE,FALSE,2019
14,"NE","KC",16,23,FALSE,TRUE,2019
14,"NO","SF",46,48,FALSE,TRUE,2019
14,"NYJ","MIA",22,21,TRUE,FALSE,2019
14,"PHI","NYG",23,17,TRUE,FALSE,2019
14,"TB","IND",38,35,TRUE,FALSE,2019
15,"ARI","CLE",38,24,TRUE,FALSE,2019
15,"BAL","NYJ",42,21,TRUE,FALSE,2019
15,"CAR","SEA",24,30,FALSE,TRUE,2019
15,"CIN","NE",13,34,FALSE,TRUE,2019
15,"DAL","LA",44,21,TRUE,FALSE,2019
15,"DET","TB",17,38,FALSE,TRUE,2019
15,"GB","CHI",21,13,TRUE,FALSE,2019
15,"KC","DEN",23,3,TRUE,FALSE,2019
15,"LAC","MIN",10,39,FALSE,TRUE,2019
15,"LV","JAX",16,20,FALSE,TRUE,2019
15,"NO","IND",34,7,TRUE,FALSE,2019
15,"NYG","MIA",36,20,TRUE,FALSE,2019
15,"PIT","BUF",10,17,FALSE,TRUE,2019
15,"SF","ATL",22,29,FALSE,TRUE,2019
15,"TEN","HOU",21,24,FALSE,TRUE,2019
15,"WAS","PHI",27,37,FALSE,TRUE,2019
16,"ATL","JAX",24,12,TRUE,FALSE,2019
16,"CHI","KC",3,26,FALSE,TRUE,2019
16,"CLE","BAL",15,31,FALSE,TRUE,2019
16,"DEN","DET",27,17,TRUE,FALSE,2019
16,"IND","CAR",38,6,TRUE,FALSE,2019
16,"LAC","LV",17,24,FALSE,TRUE,2019
16,"MIA","CIN",38,35,TRUE,FALSE,2019
16,"MIN","GB",10,23,FALSE,TRUE,2019
16,"NE","BUF",24,17,TRUE,FALSE,2019
16,"NYJ","PIT",16,10,TRUE,FALSE,2019
16,"PHI","DAL",17,9,TRUE,FALSE,2019
16,"SEA","ARI",13,27,FALSE,TRUE,2019
16,"SF","LA",34,31,TRUE,FALSE,2019
16,"TB","HOU",20,23,FALSE,TRUE,2019
16,"TEN","NO",28,38,FALSE,TRUE,2019
16,"WAS","NYG",35,41,FALSE,TRUE,2019
17,"BAL","PIT",28,10,TRUE,FALSE,2019
17,"BUF","NYJ",6,13,FALSE,TRUE,2019
17,"CAR","NO",10,42,FALSE,TRUE,2019
17,"CIN","CLE",33,23,TRUE,FALSE,2019
17,"DAL","WAS",47,16,TRUE,FALSE,2019
17,"DEN","LV",16,15,TRUE,FALSE,2019
17,"DET","GB",20,23,FALSE,TRUE,2019
17,"HOU","TEN",14,35,FALSE,TRUE,2019
17,"JAX","IND",38,20,TRUE,FALSE,2019
17,"KC","LAC",31,21,TRUE,FALSE,2019
17,"LA","ARI",31,24,TRUE,FALSE,2019
17,"MIN","CHI",19,21,FALSE,TRUE,2019
17,"NE","MIA",24,27,FALSE,TRUE,2019
17,"NYG","PHI",17,34,FALSE,TRUE,2019
17,"SEA","SF",21,26,FALSE,TRUE,2019
17,"TB","ATL",22,28,FALSE,TRUE,2019
18,"HOU","BUF",22,19,TRUE,FALSE,2019
18,"NE","TEN",13,20,FALSE,TRUE,2019
18,"NO","MIN",20,26,FALSE,TRUE,2019
18,"PHI","SEA",9,17,FALSE,TRUE,2019
19,"BAL","TEN",12,28,FALSE,TRUE,2019
19,"GB","SEA",28,23,TRUE,FALSE,2019
19,"KC","HOU",51,31,TRUE,FALSE,2019
19,"SF","MIN",27,10,TRUE,FALSE,2019
20,"KC","TEN",35,24,TRUE,FALSE,2019
20,"SF","GB",37,20,TRUE,FALSE,2019
21,"KC","SF",31,20,TRUE,FALSE,2019
1,"ARI","WAS",6,24,FALSE,TRUE,2018
1,"BAL","BUF",47,3,TRUE,FALSE,2018
1,"CAR","DAL",16,8,TRUE,FALSE,2018
1,"CLE","PIT",21,21,TRUE,TRUE,2018
1,"DEN","SEA",27,24,TRUE,FALSE,2018
1,"DET","NYJ",17,48,FALSE,TRUE,2018
1,"GB","CHI",24,23,TRUE,FALSE,2018
1,"IND","CIN",23,34,FALSE,TRUE,2018
1,"LAC","KC",28,38,FALSE,TRUE,2018
1,"LV","LA",13,33,FALSE,TRUE,2018
1,"MIA","TEN",27,20,TRUE,FALSE,2018
1,"MIN","SF",24,16,TRUE,FALSE,2018
1,"NE","HOU",27,20,TRUE,FALSE,2018
1,"NO","TB",40,48,FALSE,TRUE,2018
1,"NYG","JAX",15,20,FALSE,TRUE,2018
1,"PHI","ATL",18,12,TRUE,FALSE,2018
2,"ATL","CAR",31,24,TRUE,FALSE,2018
2,"BUF","LAC",20,31,FALSE,TRUE,2018
2,"CHI","SEA",24,17,TRUE,FALSE,2018
2,"CIN","BAL",34,23,TRUE,FALSE,2018
2,"DAL","NYG",20,13,TRUE,FALSE,2018
2,"DEN","LV",20,19,TRUE,FALSE,2018
2,"GB","MIN",29,29,TRUE,TRUE,2018
2,"JAX","NE",31,20,TRUE,FALSE,2018
2,"LA","ARI",34,0,TRUE,FALSE,2018
2,"NO","CLE",21,18,TRUE,FALSE,2018
2,"NYJ","MIA",12,20,FALSE,TRUE,2018
2,"PIT","KC",37,42,FALSE,TRUE,2018
2,"SF","DET",30,27,TRUE,FALSE,2018
2,"TB","PHI",27,21,TRUE,FALSE,2018
2,"TEN","HOU",20,17,TRUE,FALSE,2018
2,"WAS","IND",9,21,FALSE,TRUE,2018
3,"ARI","CHI",14,16,FALSE,TRUE,2018
3,"ATL","NO",37,43,FALSE,TRUE,2018
3,"BAL","DEN",27,14,TRUE,FALSE,2018
3,"CAR","CIN",31,21,TRUE,FALSE,2018
3,"CLE","NYJ",21,17,TRUE,FALSE,2018
3,"DET","NE",26,10,TRUE,FALSE,2018
3,"HOU","NYG",22,27,FALSE,TRUE,2018
3,"JAX","TEN",6,9,FALSE,TRUE,2018
3,"KC","SF",38,27,TRUE,FALSE,2018
3,"LA","LAC",35,23,TRUE,FALSE,2018
3,"MIA","LV",28,20,TRUE,FALSE,2018
3,"MIN","BUF",6,27,FALSE,TRUE,2018
3,"PHI","IND",20,16,TRUE,FALSE,2018
3,"SEA","DAL",24,13,TRUE,FALSE,2018
3,"TB","PIT",27,30,FALSE,TRUE,2018
3,"WAS","GB",31,17,TRUE,FALSE,2018
4,"ARI","SEA",17,20,FALSE,TRUE,2018
4,"ATL","CIN",36,37,FALSE,TRUE,2018
4,"CHI","TB",48,10,TRUE,FALSE,2018
4,"DAL","DET",26,24,TRUE,FALSE,2018
4,"DEN","KC",23,27,FALSE,TRUE,2018
4,"GB","BUF",22,0,TRUE,FALSE,2018
4,"IND","HOU",34,37,FALSE,TRUE,2018
4,"JAX","NYJ",31,12,TRUE,FALSE,2018
4,"LA","MIN",38,31,TRUE,FALSE,2018
4,"LAC","SF",29,27,TRUE,FALSE,2018
4,"LV","CLE",45,42,TRUE,FALSE,2018
4,"NE","MIA",38,7,TRUE,FALSE,2018
4,"NYG","NO",18,33,FALSE,TRUE,2018
4,"PIT","BAL",14,26,FALSE,TRUE,2018
4,"TEN","PHI",26,23,TRUE,FALSE,2018
5,"BUF","TEN",13,12,TRUE,FALSE,2018
5,"CAR","NYG",33,31,TRUE,FALSE,2018
5,"CIN","MIA",27,17,TRUE,FALSE,2018
5,"CLE","BAL",12,9,TRUE,FALSE,2018
5,"DET","GB",31,23,TRUE,FALSE,2018
5,"HOU","DAL",19,16,TRUE,FALSE,2018
5,"KC","JAX",30,14,TRUE,FALSE,2018
5,"LAC","LV",26,10,TRUE,FALSE,2018
5,"NE","IND",38,24,TRUE,FALSE,2018
5,"NO","WAS",43,19,TRUE,FALSE,2018
5,"NYJ","DEN",34,16,TRUE,FALSE,2018
5,"PHI","MIN",21,23,FALSE,TRUE,2018
5,"PIT","ATL",41,17,TRUE,FALSE,2018
5,"SEA","LA",31,33,FALSE,TRUE,2018
5,"SF","ARI",18,28,FALSE,TRUE,2018
6,"ATL","TB",34,29,TRUE,FALSE,2018
6,"CIN","PIT",21,28,FALSE,TRUE,2018
6,"CLE","LAC",14,38,FALSE,TRUE,2018
6,"DAL","JAX",40,7,TRUE,FALSE,2018
6,"DEN","LA",20,23,FALSE,TRUE,2018
6,"GB","SF",33,30,TRUE,FALSE,2018
6,"HOU","BUF",20,13,TRUE,FALSE,2018
6,"LV","SEA",3,27,FALSE,TRUE,2018
6,"MIA","CHI",31,28,TRUE,FALSE,2018
6,"MIN","ARI",27,17,TRUE,FALSE,2018
6,"NE","KC",43,40,TRUE,FALSE,2018
6,"NYG","PHI",13,34,FALSE,TRUE,2018
6,"NYJ","IND",42,34,TRUE,FALSE,2018
6,"TEN","BAL",0,21,FALSE,TRUE,2018
6,"WAS","CAR",23,17,TRUE,FALSE,2018
7,"ARI","DEN",10,45,FALSE,TRUE,2018
7,"ATL","NYG",23,20,TRUE,FALSE,2018
7,"BAL","NO",23,24,FALSE,TRUE,2018
7,"CHI","NE",31,38,FALSE,TRUE,2018
7,"IND","BUF",37,5,TRUE,FALSE,2018
7,"JAX","HOU",7,20,FALSE,TRUE,2018
7,"KC","CIN",45,10,TRUE,FALSE,2018
7,"LAC","TEN",20,19,TRUE,FALSE,2018
7,"MIA","DET",21,32,FALSE,TRUE,2018
7,"NYJ","MIN",17,37,FALSE,TRUE,2018
7,"PHI","CAR",17,21,FALSE,TRUE,2018
7,"SF","LA",10,39,FALSE,TRUE,2018
7,"TB","CLE",26,23,TRUE,FALSE,2018
7,"WAS","DAL",20,17,TRUE,FALSE,2018
8,"ARI","SF",18,15,TRUE,FALSE,2018
8,"BUF","NE",6,25,FALSE,TRUE,2018
8,"CAR","BAL",36,21,TRUE,FALSE,2018
8,"CHI","NYJ",24,10,TRUE,FALSE,2018
8,"CIN","TB",37,34,TRUE,FALSE,2018
8,"DET","SEA",14,28,FALSE,TRUE,2018
8,"HOU","MIA",42,23,TRUE,FALSE,2018
8,"JAX","PHI",18,24,FALSE,TRUE,2018
8,"KC","DEN",30,23,TRUE,FALSE,2018
8,"LA","GB",29,27,TRUE,FALSE,2018
8,"LV","IND",28,42,FALSE,TRUE,2018
8,"MIN","NO",20,30,FALSE,TRUE,2018
8,"NYG","WAS",13,20,FALSE,TRUE,2018
8,"PIT","CLE",33,18,TRUE,FALSE,2018
9,"BAL","PIT",16,23,FALSE,TRUE,2018
9,"BUF","CHI",9,41,FALSE,TRUE,2018
9,"CAR","TB",42,28,TRUE,FALSE,2018
9,"CLE","KC",21,37,FALSE,TRUE,2018
9,"DAL","TEN",14,28,FALSE,TRUE,2018
9,"DEN","HOU",17,19,FALSE,TRUE,2018
9,"MIA","NYJ",13,6,TRUE,FALSE,2018
9,"MIN","DET",24,9,TRUE,FALSE,2018
9,"NE","GB",31,17,TRUE,FALSE,2018
9,"NO","LA",45,35,TRUE,FALSE,2018
9,"SEA","LAC",17,25,FALSE,TRUE,2018
9,"SF","LV",34,3,TRUE,FALSE,2018
9,"WAS","ATL",14,38,FALSE,TRUE,2018
10,"CHI","DET",34,22,TRUE,FALSE,2018
10,"CIN","NO",14,51,FALSE,TRUE,2018
10,"CLE","ATL",28,16,TRUE,FALSE,2018
10,"GB","MIA",31,12,TRUE,FALSE,2018
10,"IND","JAX",29,26,TRUE,FALSE,2018
10,"KC","ARI",26,14,TRUE,FALSE,2018
10,"LA","SEA",36,31,TRUE,FALSE,2018
10,"LV","LAC",6,20,FALSE,TRUE,2018
10,"NYJ","BUF",10,41,FALSE,TRUE,2018
10,"PHI","DAL",20,27,FALSE,TRUE,2018
10,"PIT","CAR",52,21,TRUE,FALSE,2018
10,"SF","NYG",23,27,FALSE,TRUE,2018
10,"TB","WAS",3,16,FALSE,TRUE,2018
10,"TEN","NE",34,10,TRUE,FALSE,2018
11,"ARI","LV",21,23,FALSE,TRUE,2018
11,"ATL","DAL",19,22,FALSE,TRUE,2018
11,"BAL","CIN",24,21,TRUE,FALSE,2018
11,"CHI","MIN",25,20,TRUE,FALSE,2018
11,"DET","CAR",20,19,TRUE,FALSE,2018
11,"IND","TEN",38,10,TRUE,FALSE,2018
11,"JAX","PIT",16,20,FALSE,TRUE,2018
11,"LA","KC",54,51,TRUE,FALSE,2018
11,"LAC","DEN",22,23,FALSE,TRUE,2018
11,"NO","PHI",48,7,TRUE,FALSE,2018
11,"NYG","TB",38,35,TRUE,FALSE,2018
11,"SEA","GB",27,24,TRUE,FALSE,2018
11,"WAS","HOU",21,23,FALSE,TRUE,2018
12,"BAL","LV",34,17,TRUE,FALSE,2018
12,"BUF","JAX",24,21,TRUE,FALSE,2018
12,"CAR","SEA",27,30,FALSE,TRUE,2018
12,"CIN","CLE",20,35,FALSE,TRUE,2018
12,"DAL","WAS",31,23,TRUE,FALSE,2018
12,"DEN","PIT",24,17,TRUE,FALSE,2018
12,"DET","CHI",16,23,FALSE,TRUE,2018
12,"HOU","TEN",34,17,TRUE,FALSE,2018
12,"IND","MIA",27,24,TRUE,FALSE,2018
12,"LAC","ARI",45,10,TRUE,FALSE,2018
12,"MIN","GB",24,17,TRUE,FALSE,2018
12,"NO","ATL",31,17,TRUE,FALSE,2018
12,"NYJ","NE",13,27,FALSE,TRUE,2018
12,"PHI","NYG",25,22,TRUE,FALSE,2018
12,"TB","SF",27,9,TRUE,FALSE,2018
13,"ATL","BAL",16,26,FALSE,TRUE,2018
13,"CIN","DEN",10,24,FALSE,TRUE,2018
13,"DAL","NO",13,10,TRUE,FALSE,2018
13,"DET","LA",16,30,FALSE,TRUE,2018
13,"GB","ARI",17,20,FALSE,TRUE,2018
13,"HOU","CLE",29,13,TRUE,FALSE,2018
13,"JAX","IND",6,0,TRUE,FALSE,2018
13,"LV","KC",33,40,FALSE,TRUE,2018
13,"MIA","BUF",21,17,TRUE,FALSE,2018
13,"NE","MIN",24,10,TRUE,FALSE,2018
13,"NYG","CHI",30,27,TRUE,FALSE,2018
13,"PHI","WAS",28,13,TRUE,FALSE,2018
13,"PIT","LAC",30,33,FALSE,TRUE,2018
13,"SEA","SF",43,16,TRUE,FALSE,2018
13,"TB","CAR",24,17,TRUE,FALSE,2018
13,"TEN","NYJ",26,22,TRUE,FALSE,2018
14,"ARI","DET",3,17,FALSE,TRUE,2018
14,"BUF","NYJ",23,27,FALSE,TRUE,2018
14,"CHI","LA",15,6,TRUE,FALSE,2018
14,"CLE","CAR",26,20,TRUE,FALSE,2018
14,"DAL","PHI",29,23,TRUE,FALSE,2018
14,"GB","ATL",34,20,TRUE,FALSE,2018
14,"HOU","IND",21,24,FALSE,TRUE,2018
14,"KC","BAL",27,24,TRUE,FALSE,2018
14,"LAC","CIN",26,21,TRUE,FALSE,2018
14,"LV","PIT",24,21,TRUE,FALSE,2018
14,"MIA","NE",34,33,TRUE,FALSE,2018
14,"SEA","MIN",21,7,TRUE,FALSE,2018
14,"SF","DEN",20,14,TRUE,FALSE,2018
14,"TB","NO",14,28,FALSE,TRUE,2018
14,"TEN","JAX",30,9,TRUE,FALSE,2018
14,"WAS","NYG",16,40,FALSE,TRUE,2018
15,"ATL","ARI",40,14,TRUE,FALSE,2018
15,"BAL","TB",20,12,TRUE,FALSE,2018
15,"BUF","DET",14,13,TRUE,FALSE,2018
15,"CAR","NO",9,12,FALSE,TRUE,2018
15,"CHI","GB",24,17,TRUE,FALSE,2018
15,"CIN","LV",30,16,TRUE,FALSE,2018
15,"DEN","CLE",16,17,FALSE,TRUE,2018
15,"IND","DAL",23,0,TRUE,FALSE,2018
15,"JAX","WAS",13,16,FALSE,TRUE,2018
15,"KC","LAC",28,29,FALSE,TRUE,2018
15,"LA","PHI",23,30,FALSE,TRUE,2018
15,"MIN","MIA",41,17,TRUE,FALSE,2018
15,"NYG","TEN",0,17,FALSE,TRUE,2018
15,"NYJ","HOU",22,29,FALSE,TRUE,2018
15,"PIT","NE",17,10,TRUE,FALSE,2018
15,"SF","SEA",26,23,TRUE,FALSE,2018
16,"ARI","LA",9,31,FALSE,TRUE,2018
16,"CAR","ATL",10,24,FALSE,TRUE,2018
16,"CLE","CIN",26,18,TRUE,FALSE,2018
16,"DAL","TB",27,20,TRUE,FALSE,2018
16,"DET","MIN",9,27,FALSE,TRUE,2018
16,"IND","NYG",28,27,TRUE,FALSE,2018
16,"LAC","BAL",10,22,FALSE,TRUE,2018
16,"LV","DEN",27,14,TRUE,FALSE,2018
16,"MIA","JAX",7,17,FALSE,TRUE,2018
16,"NE","BUF",24,12,TRUE,FALSE,2018
16,"NO","PIT",31,28,TRUE,FALSE,2018
16,"NYJ","GB",38,44,FALSE,TRUE,2018
16,"PHI","HOU",32,30,TRUE,FALSE,2018
16,"SEA","KC",38,31,TRUE,FALSE,2018
16,"SF","CHI",9,14,FALSE,TRUE,2018
16,"TEN","WAS",25,16,TRUE,FALSE,2018
17,"BAL","CLE",26,24,TRUE,FALSE,2018
17,"BUF","MIA",42,17,TRUE,FALSE,2018
17,"DEN","LAC",9,23,FALSE,TRUE,2018
17,"GB","DET",0,31,FALSE,TRUE,2018
17,"HOU","JAX",20,3,TRUE,FALSE,2018
17,"KC","LV",35,3,TRUE,FALSE,2018
17,"LA","SF",48,32,TRUE,FALSE,2018
17,"MIN","CHI",10,24,FALSE,TRUE,2018
17,"NE","NYJ",38,3,TRUE,FALSE,2018
17,"NO","CAR",14,33,FALSE,TRUE,2018
17,"NYG","DAL",35,36,FALSE,TRUE,2018
17,"PIT","CIN",16,13,TRUE,FALSE,2018
17,"SEA","ARI",27,24,TRUE,FALSE,2018
17,"TB","ATL",32,34,FALSE,TRUE,2018
17,"TEN","IND",17,33,FALSE,TRUE,2018
17,"WAS","PHI",0,24,FALSE,TRUE,2018
18,"BAL","LAC",17,23,FALSE,TRUE,2018
18,"CHI","PHI",15,16,FALSE,TRUE,2018
18,"DAL","SEA",24,22,TRUE,FALSE,2018
18,"HOU","IND",7,21,FALSE,TRUE,2018
19,"KC","IND",31,13,TRUE,FALSE,2018
19,"LA","DAL",30,22,TRUE,FALSE,2018
19,"NE","LAC",41,28,TRUE,FALSE,2018
19,"NO","PHI",20,14,TRUE,FALSE,2018
20,"KC","NE",31,37,FALSE,TRUE,2018
20,"NO","LA",23,26,FALSE,TRUE,2018
21,"LA","NE",3,13,FALSE,TRUE,2018
1,"BUF","NYJ",21,12,TRUE,FALSE,2017
1,"CHI","ATL",17,23,FALSE,TRUE,2017
1,"CIN","BAL",0,20,FALSE,TRUE,2017
1,"CLE","PIT",18,21,FALSE,TRUE,2017
1,"DAL","NYG",19,3,TRUE,FALSE,2017
1,"DEN","LAC",24,21,TRUE,FALSE,2017
1,"DET","ARI",35,23,TRUE,FALSE,2017
1,"GB","SEA",17,9,TRUE,FALSE,2017
1,"HOU","JAX",7,29,FALSE,TRUE,2017
1,"LA","IND",46,9,TRUE,FALSE,2017
1,"MIN","NO",29,19,TRUE,FALSE,2017
1,"NE","KC",27,42,FALSE,TRUE,2017
1,"SF","CAR",3,23,FALSE,TRUE,2017
1,"TEN","LV",16,26,FALSE,TRUE,2017
1,"WAS","PHI",17,30,FALSE,TRUE,2017
2,"ATL","GB",34,23,TRUE,FALSE,2017
2,"BAL","CLE",24,10,TRUE,FALSE,2017
2,"CAR","BUF",9,3,TRUE,FALSE,2017
2,"CIN","HOU",9,13,FALSE,TRUE,2017
2,"DEN","DAL",42,17,TRUE,FALSE,2017
2,"IND","ARI",13,16,FALSE,TRUE,2017
2,"JAX","TEN",16,37,FALSE,TRUE,2017
2,"KC","PHI",27,20,TRUE,FALSE,2017
2,"LA","WAS",20,27,FALSE,TRUE,2017
2,"LAC","MIA",17,19,FALSE,TRUE,2017
2,"LV","NYJ",45,20,TRUE,FALSE,2017
2,"NO","NE",20,36,FALSE,TRUE,2017
2,"NYG","DET",10,24,FALSE,TRUE,2017
2,"PIT","MIN",26,9,TRUE,FALSE,2017
2,"SEA","SF",12,9,TRUE,FALSE,2017
2,"TB","CHI",29,7,TRUE,FALSE,2017
3,"ARI","DAL",17,28,FALSE,TRUE,2017
3,"BUF","DEN",26,16,TRUE,FALSE,2017
3,"CAR","NO",13,34,FALSE,TRUE,2017
3,"CHI","PIT",23,17,TRUE,FALSE,2017
3,"DET","ATL",26,30,FALSE,TRUE,2017
3,"GB","CIN",27,24,TRUE,FALSE,2017
3,"IND","CLE",31,28,TRUE,FALSE,2017
3,"JAX","BAL",44,7,TRUE,FALSE,2017
3,"LAC","KC",10,24,FALSE,TRUE,2017
3,"MIN","TB",34,17,TRUE,FALSE,2017
3,"NE","HOU",36,33,TRUE,FALSE,2017
3,"NYJ","MIA",20,6,TRUE,FALSE,2017
3,"PHI","NYG",27,24,TRUE,FALSE,2017
3,"SF","LA",39,41,FALSE,TRUE,2017
3,"TEN","SEA",33,27,TRUE,FALSE,2017
3,"WAS","LV",27,10,TRUE,FALSE,2017
4,"ARI","SF",18,15,TRUE,FALSE,2017
4,"ATL","BUF",17,23,FALSE,TRUE,2017
4,"BAL","PIT",9,26,FALSE,TRUE,2017
